0,0,413,61,255,0,0,0,0,0,1500,1
0,0,412,61,255,0,0,0,0,0,1600,2
0,0,414,61,255,0,0,0,0,0,1700,3
0,0,419,61,255,0,0,0,0,0,1800,4
0,0,420,61,255,0,0,0,0,0,1900,5
0,0,5134,61,255,0,0,0,0,0,2000,6
0,0,5135,61,255,0,0,0,0,0,2100,7
0,0,5338,61,255,0,0,0,0,0,2200,8
0,0,5723,61,255,0,0,0,0,0,2300,9
0,0,5724,61,25,0,0,0,0,0,2400,10
0,0,5754,61,255,0,0,0,0,0,2050,11
0,0,5755,61,255,0,0,0,0,0,2600,12
0,1,5134,0,0,0,0,0,0,0,1500,1
0,1,5138,61,255,0,0,0,0,0,1600,2
0,1,3010,61,255,0,0,0,0,0,1700,3
0,1,4011,61,255,0,0,0,0,0,1800,4
0,1,4130,0,0,0,0,0,0,0,1900,5
0,1,3200,61,255,0,0,0,0,0,2000,6
0,1,3201,61,255,0,0,0,0,0,2100,7
0,1,3202,61,255,0,0,0,0,0,2200,8
0,1,3203,61,255,0,0,0,0,0,2300,9
0,1,3204,61,25,0,0,0,0,0,2400,10
0,1,3205,61,255,0,0,0,0,0,2500,11
0,1,3206,61,255,0,0,0,0,0,2600,12
0,2,3207,61,255,0,0,0,0,0,1500,1
0,2,3208,61,255,0,0,0,0,0,1600,2
0,2,3209,61,255,0,0,0,0,0,1700,3
0,2,3314,61,255,0,0,0,0,0,1800,4
0,2,3358,61,255,0,0,0,0,0,1900,5
0,2,3379,61,255,0,0,0,0,0,2000,6
0,2,3378,61,255,0,0,0,0,0,2100,7
0,2,3393,61,255,0,0,0,0,0,2200,8
0,2,0,61,255,0,0,0,0,0,2300,9
0,2,0,61,25,0,0,0,0,0,2400,10
0,2,0,61,255,0,0,0,0,0,2500,11
0,2,0,61,255,0,0,0,0,0,2600,12

1,0,777,61,255,0,0,0,0,0,2000,1
1,0,3173,61,255,0,0,0,0,0,2000,2
1,0,3171,61,255,0,0,0,0,0,2000,3
